start	professor	discipline	auditorium	group
2021-02-16T13:00:00	31	12	4	11
2021-02-16T13:00:00	18	1	9	8
2021-02-16T13:00:00	20	2	19	6
2021-02-16T13:00:00	56	7	14	4
2021-02-16T13:00:00	47	8	7	1
2021-02-16T13:00:00	29	10	1	22
2021-02-16T13:00:00	28	6	3	19
2021-02-16T13:00:00	35	1	5	12
2021-02-16T13:00:00	11	10	13	23
2021-02-16T13:00:00	13	2	20	2
2021-02-16T15:00:00	45	8	2	21
2021-02-16T15:00:00	34	2	7	23
2021-02-16T15:00:00	23	1	17	5
2021-02-16T15:00:00	21	11	18	22
2021-02-16T15:00:00	46	10	8	18
2021-02-16T15:00:00	17	6	13	3
2021-02-16T15:00:00	51	4	11	15
2021-02-16T15:00:00	5	5	10	2
2021-02-16T15:00:00	47	9	3	11
2021-02-16T15:00:00	9	11	6	17
2021-02-16T15:00:00	54	5	9	25
2021-02-16T15:00:00	26	10	19	1
2021-02-16T15:00:00	41	9	4	8
2021-02-16T15:00:00	13	11	15	7
2021-02-16T15:00:00	52	11	1	14
2021-02-16T15:00:00	2	12	16	13
2021-02-16T15:00:00	10	9	20	19
2021-02-16T15:00:00	37	1	5	9
2021-02-16T15:00:00	25	8	14	10
2021-02-16T15:00:00	49	1	12	20
2021-02-17T09:00:00	36	11	8	13
2021-02-17T09:00:00	24	8	2	18
2021-02-17T09:00:00	54	5	20	17
2021-02-17T09:00:00	46	10	6	2
2021-02-17T09:00:00	40	10	7	8
2021-02-17T09:00:00	51	1	5	1
2021-02-17T09:00:00	14	12	3	6
2021-02-17T09:00:00	47	9	13	22
2021-02-17T09:00:00	49	1	16	23
2021-02-17T09:00:00	3	2	10	24
2021-02-17T09:00:00	25	8	9	20
2021-02-17T09:00:00	43	11	4	15
2021-02-17T09:00:00	4	4	11	9
2021-02-17T09:00:00	33	8	18	7
2021-02-17T09:00:00	56	3	17	5
2021-02-17T09:00:00	55	5	12	25
2021-02-17T09:00:00	39	12	14	10
2021-02-17T09:00:00	9	11	19	12
2021-02-17T09:00:00	53	8	1	19
2021-02-17T09:00:00	27	6	15	11
2021-02-17T11:00:00	22	5	1	3
2021-02-17T11:00:00	55	2	20	24
2021-02-17T11:00:00	48	11	18	9
2021-02-17T11:00:00	8	11	2	22
2021-02-17T11:00:00	14	12	13	20
2021-02-17T11:00:00	52	12	3	23
2021-02-17T11:00:00	26	10	11	12
2021-02-17T11:00:00	28	6	12	2
2021-02-17T11:00:00	25	8	6	11
2021-02-17T11:00:00	17	6	14	19
2021-02-17T11:00:00	44	9	10	16
2021-02-17T11:00:00	4	4	19	13
2021-02-17T11:00:00	21	11	4	4
2021-02-17T11:00:00	20	2	7	14
2021-02-17T11:00:00	3	2	8	1
2021-02-17T11:00:00	27	6	9	15
2021-02-17T11:00:00	40	10	15	18
2021-02-17T11:00:00	19	5	5	5
2021-02-17T11:00:00	9	11	16	10
2021-02-17T11:00:00	36	12	17	8
2021-02-17T13:00:00	58	2	6	10
2021-02-17T13:00:00	43	11	5	13
2021-02-17T13:00:00	32	10	18	17
2021-02-17T13:00:00	45	7	12	2
2021-02-17T13:00:00	24	8	9	20
2021-02-17T13:00:00	21	11	8	3
2021-02-17T13:00:00	30	5	1	14
2021-02-17T13:00:00	1	9	17	23
2021-02-17T13:00:00	55	2	15	25
2021-02-17T13:00:00	40	10	7	7
2021-02-17T13:00:00	38	6	19	19
2021-02-17T13:00:00	39	12	14	6
2021-02-17T13:00:00	22	5	16	9
2021-02-17T13:00:00	14	12	4	16
2021-02-17T13:00:00	35	2	20	8
2021-02-17T13:00:00	25	2	11	21
2021-02-17T13:00:00	50	12	2	18
2021-02-17T13:00:00	20	2	10	24
2021-02-17T13:00:00	54	5	13	12
2021-02-17T13:00:00	51	4	3	22
2021-02-17T15:00:00	44	12	9	12
2021-02-17T15:00:00	52	11	13	15
2021-02-17T15:00:00	39	8	14	19
2021-02-17T15:00:00	7	6	17	14
2021-02-17T15:00:00	27	8	12	20
2021-02-17T15:00:00	46	7	10	2
2021-02-17T15:00:00	5	5	1	1
2021-02-17T15:00:00	60	9	7	11
2021-02-17T15:00:00	55	2	20	21
2021-02-17T15:00:00	34	2	3	24
2021-02-17T15:00:00	35	2	16	6
2021-02-17T15:00:00	29	10	5	16
2021-02-17T15:00:00	37	1	2	4
2021-02-17T15:00:00	51	4	4	10
2021-02-17T15:00:00	32	8	6	5
2021-02-17T15:00:00	54	12	18	25
2021-02-17T15:00:00	2	12	19	13
2021-02-17T15:00:00	49	6	11	18
2021-02-17T15:00:00	10	12	15	3
2021-02-17T15:00:00	48	11	8	7
2021-02-18T09:00:00	34	8	20	23
2021-02-18T09:00:00	10	6	7	20
2021-02-18T09:00:00	31	7	8	10
2021-02-18T09:00:00	7	6	6	12
2021-02-18T09:00:00	53	8	15	13
2021-02-18T09:00:00	36	11	5	15
2021-02-18T09:00:00	59	2	19	2
2021-02-18T09:00:00	25	2	1	16
2021-02-18T09:00:00	15	8	2	5
2021-02-18T09:00:00	2	12	4	4
2021-02-18T09:00:00	11	9	16	8
2021-02-18T09:00:00	22	5	3	21
2021-02-18T09:00:00	14	12	14	9
2021-02-18T09:00:00	12	7	13	19
2021-02-18T09:00:00	5	5	18	14
2021-02-18T09:00:00	39	12	12	18
2021-02-18T09:00:00	21	11	10	7
2021-02-18T09:00:00	45	8	11	25
2021-02-18T09:00:00	54	12	9	17
2021-02-18T09:00:00	42	7	17	6
2021-02-18T11:00:00	16	3	1	4
2021-02-18T11:00:00	39	6	7	21
2021-02-18T11:00:00	6	2	11	8
2021-02-18T11:00:00	57	10	18	22
2021-02-18T11:00:00	50	6	20	17
2021-02-18T11:00:00	34	8	15	13
2021-02-18T11:00:00	10	6	13	11
2021-02-18T11:00:00	3	2	4	14
2021-02-18T11:00:00	60	8	19	20
2021-02-18T11:00:00	5	5	5	15
2021-02-18T11:00:00	26	10	12	2
2021-02-18T11:00:00	32	6	2	24
2021-02-18T11:00:00	12	10	9	7
2021-02-18T11:00:00	55	9	6	16
2021-02-18T11:00:00	56	7	3	25
2021-02-18T11:00:00	29	10	14	3
2021-02-18T11:00:00	45	8	16	18
2021-02-18T11:00:00	53	8	10	9
2021-02-18T11:00:00	2	12	17	23
2021-02-18T11:00:00	22	5	8	5
2021-02-18T13:00:00	57	10	19	14
2021-02-18T13:00:00	56	7	6	3
2021-02-18T13:00:00	35	2	14	15
2021-02-18T13:00:00	15	10	3	5
2021-02-18T13:00:00	37	4	1	4
2021-02-18T13:00:00	59	4	18	11
2021-02-18T13:00:00	16	3	20	25
2021-02-18T13:00:00	18	1	15	19
2021-02-18T13:00:00	31	7	17	21
2021-02-18T13:00:00	25	2	16	23
2021-02-18T13:00:00	26	10	4	2
2021-02-18T13:00:00	10	6	10	6
2021-02-18T13:00:00	11	9	12	1
2021-02-18T13:00:00	33	8	11	18
2021-02-18T13:00:00	44	9	7	8
2021-02-18T13:00:00	13	11	13	13
2021-02-18T13:00:00	45	7	8	9
2021-02-18T13:00:00	52	12	9	22
2021-02-18T13:00:00	8	11	5	17
2021-02-18T13:00:00	55	2	2	10
2021-02-18T15:00:00	60	8	14	6
2021-02-18T15:00:00	14	12	18	16
2021-02-18T15:00:00	59	7	7	23
2021-02-18T15:00:00	24	11	4	7
2021-02-18T15:00:00	35	1	19	14
2021-02-18T15:00:00	5	3	2	1
2021-02-18T15:00:00	9	11	3	22
2021-02-18T15:00:00	45	8	16	9
2021-02-18T15:00:00	4	4	15	15
2021-02-18T15:00:00	42	7	20	10
2021-02-18T15:00:00	18	1	9	3
2021-02-18T15:00:00	50	12	13	13
2021-02-18T15:00:00	15	8	11	25
2021-02-18T15:00:00	57	10	10	12
2021-02-18T15:00:00	28	6	5	11
2021-02-18T15:00:00	52	11	1	24
2021-02-18T15:00:00	13	6	17	20
2021-02-18T15:00:00	44	9	12	18
2021-02-18T15:00:00	30	10	8	17
2021-02-18T15:00:00	32	8	6	19
2021-02-19T09:00:00	1	9	13	16
2021-02-19T09:00:00	46	7	5	10
2021-02-19T09:00:00	20	2	16	14
2021-02-19T09:00:00	29	10	14	20
2021-02-19T09:00:00	14	12	12	5
2021-02-19T09:00:00	6	2	3	8
2021-02-19T09:00:00	28	6	17	1
2021-02-19T09:00:00	51	4	10	9
2021-02-19T09:00:00	15	8	8	17
2021-02-19T09:00:00	9	11	20	2
2021-02-19T09:00:00	21	2	15	15
2021-02-19T09:00:00	35	1	7	22
2021-02-19T09:00:00	23	1	2	19
2021-02-19T09:00:00	4	4	9	21
2021-02-19T09:00:00	18	1	18	18
2021-02-19T09:00:00	34	8	6	24
2021-02-19T09:00:00	8	11	1	7
2021-02-19T09:00:00	43	11	19	12
2021-02-19T09:00:00	41	9	4	3
2021-02-19T09:00:00	47	6	11	11
2021-02-19T11:00:00	1	9	1	12
2021-02-19T11:00:00	41	9	7	2
2021-02-19T11:00:00	28	6	19	18
2021-02-19T11:00:00	29	10	2	9
2021-02-19T11:00:00	53	8	10	7
2021-02-19T11:00:00	40	10	9	24
2021-02-19T11:00:00	5	3	18	8
2021-02-19T11:00:00	17	6	20	1
2021-02-19T11:00:00	12	6	14	21
2021-02-19T11:00:00	34	2	15	25
2021-02-19T11:00:00	19	5	5	3
2021-02-19T11:00:00	24	5	17	10
2021-02-19T11:00:00	22	5	4	15
2021-02-19T11:00:00	23	1	16	11
2021-02-19T11:00:00	13	11	11	13
2021-02-19T11:00:00	32	6	12	20
2021-02-19T11:00:00	46	10	6	17
2021-02-19T11:00:00	36	6	13	14
2021-02-19T11:00:00	10	9	3	16
2021-02-19T11:00:00	35	1	8	5
2021-02-19T13:00:00	55	5	10	12
2021-02-19T13:00:00	15	8	6	23
2021-02-19T13:00:00	12	6	17	19
2021-02-19T13:00:00	1	9	18	21
2021-02-19T13:00:00	27	8	7	1
2021-02-19T13:00:00	24	11	16	24
2021-02-19T13:00:00	33	11	8	6
2021-02-19T13:00:00	56	3	9	9
2021-02-19T13:00:00	20	2	3	18
2021-02-19T13:00:00	41	9	11	3
2021-02-19T13:00:00	53	8	19	2
2021-02-19T13:00:00	32	10	20	5
2021-02-19T13:00:00	11	10	5	17
2021-02-19T13:00:00	49	8	13	15
2021-02-19T13:00:00	22	5	1	13
2021-02-19T13:00:00	60	9	12	11
2021-02-19T13:00:00	37	4	4	10
2021-02-19T13:00:00	3	2	2	14
2021-02-19T13:00:00	59	2	14	16
2021-02-19T13:00:00	30	5	15	7
2021-02-19T15:00:00	48	11	8	8
2021-02-19T15:00:00	17	6	16	4
2021-02-19T15:00:00	22	5	19	19
2021-02-19T15:00:00	53	8	4	1
2021-02-19T15:00:00	4	4	15	24
2021-02-19T15:00:00	30	10	12	3
2021-02-19T15:00:00	40	10	5	22
2021-02-19T15:00:00	8	11	11	23
2021-02-19T15:00:00	6	2	10	16
2021-02-19T15:00:00	42	7	20	21
2021-02-19T15:00:00	46	10	18	10
2021-02-19T15:00:00	24	11	17	14
2021-02-19T15:00:00	32	10	14	2
2021-02-19T15:00:00	49	8	6	11
2021-02-19T15:00:00	20	8	7	13
2021-02-19T15:00:00	1	9	13	12
2021-02-19T15:00:00	36	6	1	7
2021-02-19T15:00:00	7	9	3	18
2021-02-19T15:00:00	9	11	2	20
2021-02-19T15:00:00	58	11	9	6
2021-02-22T09:00:00	47	6	15	19
2021-02-22T09:00:00	51	1	17	17
2021-02-22T09:00:00	12	10	14	10
2021-02-22T09:00:00	55	5	3	18
2021-02-22T09:00:00	44	9	18	3
2021-02-22T09:00:00	59	2	2	9
2021-02-22T09:00:00	34	8	5	2
2021-02-22T09:00:00	57	12	10	21
2021-02-22T09:00:00	20	2	7	12
2021-02-22T09:00:00	53	8	16	25
2021-02-22T09:00:00	52	11	19	14
2021-02-22T09:00:00	58	2	8	16
2021-02-22T09:00:00	1	9	20	22
2021-02-22T09:00:00	41	9	1	4
2021-02-22T09:00:00	14	12	11	5
2021-02-22T09:00:00	27	7	9	6
2021-02-22T09:00:00	25	2	13	11
2021-02-22T09:00:00	10	12	6	24
2021-02-22T09:00:00	43	11	4	8
2021-02-22T09:00:00	49	6	12	23
2021-02-22T11:00:00	30	10	3	19
2021-02-22T11:00:00	55	5	7	1
2021-02-22T11:00:00	24	8	20	15
2021-02-22T11:00:00	43	8	4	12
2021-02-22T11:00:00	28	6	12	2
2021-02-22T11:00:00	48	11	18	7
2021-02-22T11:00:00	57	10	9	16
2021-02-22T11:00:00	33	7	8	17
2021-02-22T11:00:00	38	6	16	24
2021-02-22T11:00:00	25	2	19	9
2021-02-22T11:00:00	14	12	17	25
2021-02-22T11:00:00	18	1	2	13
2021-02-22T11:00:00	9	11	10	18
2021-02-22T11:00:00	53	8	11	23
2021-02-22T11:00:00	47	8	15	10
2021-02-22T11:00:00	15	8	1	5
2021-02-22T11:00:00	5	5	13	20
2021-02-22T11:00:00	41	9	14	22
2021-02-22T11:00:00	49	6	5	8
2021-02-22T11:00:00	39	6	6	3
2021-02-22T13:00:00	9	11	10	2
2021-02-22T13:00:00	16	9	1	3
2021-02-22T13:00:00	18	1	7	20
2021-02-22T13:00:00	12	6	11	13
2021-02-22T13:00:00	58	2	14	8
2021-02-22T13:00:00	2	12	17	7
2021-02-22T13:00:00	26	9	15	18
2021-02-22T13:00:00	33	11	12	4
2021-02-22T13:00:00	24	11	4	19
2021-02-22T13:00:00	44	9	9	25
2021-02-22T13:00:00	11	9	18	22
2021-02-22T13:00:00	34	2	19	14
2021-02-22T13:00:00	43	11	20	1
2021-02-22T13:00:00	36	11	3	6
2021-02-22T13:00:00	29	10	16	10
2021-02-22T13:00:00	15	2	2	17
2021-02-22T13:00:00	14	12	5	15
2021-02-22T13:00:00	6	2	8	24
2021-02-22T13:00:00	17	6	6	16
2021-02-22T13:00:00	8	11	13	23
2021-02-22T15:00:00	40	10	11	4
2021-02-22T15:00:00	16	9	13	15
2021-02-22T15:00:00	33	7	1	24
2021-02-22T15:00:00	50	6	5	25
2021-02-22T15:00:00	39	12	7	12
2021-02-22T15:00:00	25	2	4	18
2021-02-22T15:00:00	34	2	12	1
2021-02-22T15:00:00	52	11	3	13
2021-02-22T15:00:00	43	8	9	17
2021-02-22T15:00:00	57	12	16	9
2021-02-22T15:00:00	29	10	15	2
2021-02-22T15:00:00	22	5	10	19
2021-02-22T15:00:00	24	8	2	23
2021-02-22T15:00:00	55	9	6	14
2021-02-22T15:00:00	49	1	8	11
2021-02-22T15:00:00	10	6	20	16
2021-02-22T15:00:00	28	6	17	6
2021-02-22T15:00:00	8	11	18	8
2021-02-22T15:00:00	4	4	19	22
2021-02-22T15:00:00	60	8	14	10
2021-02-23T09:00:00	19	5	9	19
2021-02-23T09:00:00	47	6	8	24
2021-02-23T09:00:00	42	7	1	22
2021-02-23T09:00:00	12	10	7	5
2021-02-23T09:00:00	14	12	15	17
2021-02-23T09:00:00	27	8	17	25
2021-02-23T09:00:00	41	9	5	14
2021-02-23T09:00:00	16	9	13	21
2021-02-23T09:00:00	56	3	4	16
2021-02-23T09:00:00	35	2	2	15
2021-02-23T09:00:00	25	8	16	20
2021-02-23T09:00:00	17	6	6	13
2021-02-23T09:00:00	21	2	20	18
2021-02-23T09:00:00	37	6	19	7
2021-02-23T09:00:00	54	12	11	2
2021-02-23T09:00:00	18	1	18	4
2021-02-23T09:00:00	51	4	10	1
2021-02-23T09:00:00	43	11	3	10
2021-02-23T09:00:00	11	9	12	23
2021-02-23T09:00:00	31	7	14	6
2021-02-23T11:00:00	51	1	20	15
2021-02-23T11:00:00	1	9	16	13
2021-02-23T11:00:00	2	12	12	20
2021-02-23T11:00:00	19	5	15	14
2021-02-23T11:00:00	42	7	11	8
2021-02-23T11:00:00	23	1	2	16
2021-02-23T11:00:00	38	6	9	21
2021-02-23T11:00:00	28	6	4	12
2021-02-23T11:00:00	29	10	13	9
2021-02-23T11:00:00	26	9	5	17
2021-02-23T11:00:00	24	8	7	10
2021-02-23T11:00:00	17	6	6	7
2021-02-23T11:00:00	53	8	8	23
2021-02-23T11:00:00	54	12	19	25
2021-02-23T11:00:00	37	1	17	5
2021-02-23T11:00:00	15	8	18	24
2021-02-23T11:00:00	40	10	1	18
2021-02-23T11:00:00	3	2	3	22
2021-02-23T11:00:00	33	7	10	6
2021-02-23T11:00:00	58	9	14	4
2021-02-23T13:00:00	34	2	18	9
2021-02-23T13:00:00	50	6	17	13
2021-02-23T13:00:00	58	2	12	25
2021-02-23T13:00:00	55	2	9	4
2021-02-23T13:00:00	2	12	4	22
2021-02-23T13:00:00	12	7	1	14
2021-02-23T13:00:00	26	10	16	20
2021-02-23T13:00:00	23	1	11	18
2021-02-23T13:00:00	44	9	19	6
2021-02-23T13:00:00	43	11	8	1
2021-02-23T13:00:00	10	9	10	7
2021-02-23T13:00:00	42	7	2	5
2021-02-23T13:00:00	40	10	5	23
2021-02-23T13:00:00	51	1	20	19
2021-02-23T13:00:00	35	2	3	3
2021-02-23T13:00:00	16	9	7	10
2021-02-23T13:00:00	27	8	14	24
2021-02-23T13:00:00	37	6	15	16
2021-02-23T13:00:00	56	3	13	17
2021-02-23T13:00:00	24	11	6	12
2021-02-23T15:00:00	44	5	9	12
2021-02-23T15:00:00	32	6	13	20
2021-02-23T15:00:00	52	11	15	21
2021-02-23T15:00:00	37	6	18	17
2021-02-23T15:00:00	30	5	14	19
2021-02-23T15:00:00	48	11	5	16
2021-02-23T15:00:00	9	11	4	2
2021-02-23T15:00:00	18	1	12	24
2021-02-23T15:00:00	22	5	17	23
2021-02-23T15:00:00	54	10	2	8
2021-02-23T15:00:00	25	3	6	6
2021-02-23T15:00:00	51	4	16	14
2021-02-23T15:00:00	59	4	7	5
2021-02-23T15:00:00	5	5	10	13
2021-02-23T15:00:00	31	5	20	10
2021-02-23T15:00:00	27	7	8	7
2021-02-23T15:00:00	8	11	11	22
2021-02-23T15:00:00	28	6	3	9
2021-02-23T15:00:00	50	6	19	18
2021-02-23T15:00:00	58	2	1	25
2021-02-24T09:00:00	16	9	18	3
2021-02-24T09:00:00	56	7	8	22
2021-02-24T09:00:00	13	2	11	4
2021-02-24T09:00:00	27	7	3	16
2021-02-24T09:00:00	52	12	19	23
2021-02-24T09:00:00	15	10	4	6
2021-02-24T09:00:00	51	1	20	15
2021-02-24T09:00:00	12	10	17	5
2021-02-24T09:00:00	58	11	9	9
2021-02-24T09:00:00	17	6	10	7
2021-02-24T09:00:00	55	5	2	1
2021-02-24T09:00:00	1	9	1	24
2021-02-24T09:00:00	59	7	7	2
2021-02-24T09:00:00	11	9	16	21
2021-02-24T09:00:00	54	5	6	8
2021-02-24T09:00:00	23	1	14	10
2021-02-24T09:00:00	47	8	15	11
2021-02-24T09:00:00	46	7	13	19
2021-02-24T09:00:00	33	8	12	20
2021-02-24T09:00:00	26	9	5	18
2021-02-24T11:00:00	51	1	1	1
2021-02-24T11:00:00	30	10	5	9
2021-02-24T11:00:00	12	7	3	10
2021-02-24T11:00:00	54	12	18	6
2021-02-24T11:00:00	50	9	6	16
2021-02-24T11:00:00	21	2	17	13
2021-02-24T11:00:00	14	12	11	25
2021-02-24T11:00:00	5	3	16	15
2021-02-24T11:00:00	10	6	9	23
2021-02-24T11:00:00	22	5	13	5
2021-02-24T11:00:00	25	2	15	24
2021-02-24T11:00:00	4	4	14	12
2021-02-24T11:00:00	29	11	19	17
2021-02-24T11:00:00	49	1	12	20
2021-02-24T11:00:00	35	1	2	21
2021-02-24T11:00:00	47	9	8	2
2021-02-24T11:00:00	52	12	7	11
2021-02-24T11:00:00	43	11	4	8
2021-02-24T11:00:00	1	9	20	3
2021-02-24T11:00:00	27	8	10	22
2021-02-24T13:00:00	29	11	2	17
2021-02-24T13:00:00	27	7	1	7
2021-02-24T13:00:00	59	2	10	25
2021-02-24T13:00:00	25	2	13	19
2021-02-24T13:00:00	19	5	16	14
2021-02-24T13:00:00	36	11	18	12
2021-02-24T13:00:00	35	2	11	4
2021-02-24T13:00:00	53	8	3	5
2021-02-24T13:00:00	3	2	15	6
2021-02-24T13:00:00	42	7	8	20
2021-02-24T13:00:00	58	9	7	3
2021-02-24T13:00:00	50	12	20	22
2021-02-24T13:00:00	47	6	14	2
2021-02-24T13:00:00	22	5	6	21
2021-02-24T13:00:00	32	6	17	18
2021-02-24T13:00:00	56	7	9	9
2021-02-24T13:00:00	13	11	19	11
2021-02-24T13:00:00	20	2	4	13
2021-02-24T13:00:00	12	10	5	10
2021-02-24T13:00:00	55	9	12	23
2021-02-24T15:00:00	16	3	12	12
2021-02-24T15:00:00	13	6	13	8
2021-02-24T15:00:00	23	1	10	24
2021-02-24T15:00:00	41	9	6	18
2021-02-24T15:00:00	15	2	7	1
2021-02-24T15:00:00	36	12	20	13
2021-02-24T15:00:00	8	11	4	23
2021-02-24T15:00:00	60	1	9	9
2021-02-24T15:00:00	5	5	16	21
2021-02-24T15:00:00	58	11	3	4
2021-02-24T15:00:00	35	1	5	7
2021-02-24T15:00:00	54	10	2	16
2021-02-24T15:00:00	57	10	19	2
2021-02-24T15:00:00	19	5	11	15
2021-02-24T15:00:00	49	6	1	3
2021-02-24T15:00:00	27	8	14	6
2021-02-24T15:00:00	21	11	15	19
2021-02-24T15:00:00	2	12	8	20
2021-02-24T15:00:00	9	11	17	22
2021-02-24T15:00:00	44	9	18	25
2021-02-25T09:00:00	39	12	20	11
2021-02-25T09:00:00	21	11	1	20
2021-02-25T09:00:00	48	11	17	5
2021-02-25T09:00:00	10	12	7	12
2021-02-25T09:00:00	2	12	2	7
2021-02-25T09:00:00	49	8	18	22
2021-02-25T09:00:00	51	4	6	4
2021-02-25T09:00:00	29	11	13	14
2021-02-25T09:00:00	13	2	19	8
2021-02-25T09:00:00	27	7	3	6
2021-02-25T09:00:00	36	6	15	21
2021-02-25T09:00:00	24	8	9	18
2021-02-25T09:00:00	47	6	14	23
2021-02-25T09:00:00	54	12	10	13
2021-02-25T09:00:00	31	12	8	17
2021-02-25T09:00:00	41	9	16	1
2021-02-25T09:00:00	32	10	5	9
2021-02-25T09:00:00	6	2	12	19
2021-02-25T09:00:00	44	9	4	10
2021-02-25T09:00:00	56	7	11	2
2021-02-25T11:00:00	33	11	11	24
2021-02-25T11:00:00	50	6	20	1
2021-02-25T11:00:00	31	7	12	16
2021-02-25T11:00:00	9	11	14	17
2021-02-25T11:00:00	38	6	15	19
2021-02-25T11:00:00	32	10	7	2
2021-02-25T11:00:00	41	9	18	5
2021-02-25T11:00:00	58	9	10	10
2021-02-25T11:00:00	20	8	9	12
2021-02-25T11:00:00	25	2	5	8
2021-02-25T11:00:00	34	8	16	4
2021-02-25T11:00:00	28	6	3	23
2021-02-25T11:00:00	3	2	6	25
2021-02-25T11:00:00	40	10	8	18
2021-02-25T11:00:00	2	12	4	14
2021-02-25T11:00:00	19	5	13	22
2021-02-25T11:00:00	59	4	2	13
2021-02-25T11:00:00	45	7	1	3
2021-02-25T11:00:00	26	9	17	6
2021-02-25T11:00:00	22	5	19	15
2021-02-25T13:00:00	46	10	16	8
2021-02-25T13:00:00	48	11	6	3
2021-02-25T13:00:00	29	10	9	2
2021-02-25T13:00:00	44	9	13	15
2021-02-25T13:00:00	31	7	10	7
2021-02-25T13:00:00	34	8	4	17
2021-02-25T13:00:00	19	5	3	25
2021-02-25T13:00:00	59	7	5	11
2021-02-25T13:00:00	20	8	8	18
2021-02-25T13:00:00	60	1	7	10
2021-02-25T13:00:00	21	2	1	14
2021-02-25T13:00:00	40	10	18	24
2021-02-25T13:00:00	11	10	2	1
2021-02-25T13:00:00	5	3	11	19
2021-02-25T13:00:00	18	1	14	13
2021-02-25T13:00:00	1	9	19	4
2021-02-25T13:00:00	13	6	20	9
2021-02-25T13:00:00	2	12	12	22
2021-02-25T13:00:00	9	11	17	12
2021-02-25T13:00:00	15	10	15	21
2021-02-25T15:00:00	48	11	5	4
2021-02-25T15:00:00	60	9	19	21
2021-02-25T15:00:00	10	9	13	6
2021-02-25T15:00:00	50	12	20	3
2021-02-25T15:00:00	52	12	2	19
2021-02-25T15:00:00	19	5	16	13
2021-02-25T15:00:00	11	9	4	12
2021-02-25T15:00:00	31	7	9	16
2021-02-25T15:00:00	27	8	11	10
2021-02-25T15:00:00	13	11	6	15
2021-02-25T15:00:00	42	7	7	17
2021-02-25T15:00:00	35	1	18	22
2021-02-25T15:00:00	5	3	1	1
2021-02-25T15:00:00	38	6	17	11
2021-02-25T15:00:00	26	9	12	5
2021-02-25T15:00:00	51	1	15	14
2021-02-25T15:00:00	28	6	14	20
2021-02-25T15:00:00	14	12	8	7
2021-02-25T15:00:00	24	8	10	18
2021-02-25T15:00:00	21	11	3	8
2021-02-26T09:00:00	45	8	20	18
2021-02-26T09:00:00	30	10	12	23
2021-02-26T09:00:00	48	11	4	9
2021-02-26T09:00:00	60	9	3	13
2021-02-26T09:00:00	46	7	14	16
2021-02-26T09:00:00	9	11	17	3
2021-02-26T09:00:00	44	5	11	24
2021-02-26T09:00:00	54	12	18	11
2021-02-26T09:00:00	22	5	9	12
2021-02-26T09:00:00	40	10	19	7
2021-02-26T09:00:00	15	2	13	6
2021-02-26T09:00:00	16	3	15	10
2021-02-26T09:00:00	39	8	16	21
2021-02-26T09:00:00	57	12	10	1
2021-02-26T09:00:00	25	3	6	4
2021-02-26T09:00:00	58	11	8	15
2021-02-26T09:00:00	4	4	5	8
2021-02-26T09:00:00	49	1	1	20
2021-02-26T09:00:00	20	2	2	2
2021-02-26T09:00:00	6	2	7	19
2021-02-26T11:00:00	34	8	6	9
2021-02-26T11:00:00	20	2	2	25
2021-02-26T11:00:00	32	10	4	14
2021-02-26T11:00:00	19	5	5	13
2021-02-26T11:00:00	5	5	1	6
2021-02-26T11:00:00	56	7	20	7
2021-02-26T11:00:00	17	6	9	12
2021-02-26T11:00:00	15	8	10	19
2021-02-26T11:00:00	25	3	13	4
2021-02-26T11:00:00	10	6	11	24
2021-02-26T11:00:00	28	6	14	16
2021-02-26T11:00:00	38	6	12	3
2021-02-26T11:00:00	4	4	16	20
2021-02-26T11:00:00	14	12	18	22
2021-02-26T11:00:00	50	9	19	18
2021-02-26T11:00:00	35	1	15	21
2021-02-26T11:00:00	31	7	7	5
2021-02-26T11:00:00	27	7	17	17
2021-02-26T11:00:00	46	7	8	1
2021-02-26T11:00:00	24	8	3	15
2021-02-26T13:00:00	14	12	13	8
2021-02-26T13:00:00	23	1	9	12
2021-02-26T13:00:00	18	1	8	6
2021-02-26T13:00:00	3	2	2	9
2021-02-26T13:00:00	21	2	11	3
2021-02-26T13:00:00	57	12	16	21
2021-02-26T13:00:00	60	9	12	1
2021-02-26T13:00:00	7	1	14	23
2021-02-26T13:00:00	42	7	7	24
2021-02-26T13:00:00	19	5	15	10
2021-02-26T13:00:00	16	9	17	2
2021-02-26T13:00:00	46	7	10	20
2021-02-26T13:00:00	36	11	18	7
2021-02-26T13:00:00	31	5	1	25
2021-02-26T13:00:00	33	7	4	18
2021-02-26T13:00:00	13	11	6	11
2021-02-26T13:00:00	41	9	5	15
2021-02-26T13:00:00	54	10	19	16
2021-02-26T13:00:00	58	9	20	5
2021-02-26T13:00:00	50	12	3	14
2021-02-26T15:00:00	28	6	16	3
2021-02-26T15:00:00	50	9	4	20
2021-02-26T15:00:00	9	11	18	22
2021-02-26T15:00:00	1	9	2	12
2021-02-26T15:00:00	5	3	7	7
2021-02-26T15:00:00	12	7	20	21
2021-02-26T15:00:00	11	9	3	18
2021-02-26T15:00:00	2	12	9	6
2021-02-26T15:00:00	22	5	12	5
2021-02-26T15:00:00	17	6	15	2
2021-02-26T15:00:00	15	8	10	10
2021-02-26T15:00:00	51	4	19	1
2021-02-26T15:00:00	55	2	1	15
2021-02-26T15:00:00	21	11	13	23
2021-02-26T15:00:00	44	9	11	11
